date,O,H,L,C,V,NA
2020-09-10,2080.95,2235.2,2073.55,2205.7,67930948,0
2020-09-09,1987.4,2066.35,1984.05,2060.2,26779333,0
2020-09-08,1994.1,2021.75,1983.15,2008.5,13264545,0
2020-09-07,1986.45,2007.2,1948.6,1985.2,10615927,0
2020-09-04,1986.05,1998.8,1975.2,1980.05,13786936,0
2020-09-03,2028.4,2038.65,2004.6,2013.25,8998891,0
2020-09-02,1994.1,2037.95,1987.4,2028.6,13047851,0
2020-09-01,2001.7,2023.05,1965.9,1989.55,18696487,0
2020-08-31,2072.25,2072.25,1963.95,1983.3,30055757,0
2020-08-28,2020.8,2033.1,2007.7,2017.1,13153259,0
2020-08-27,2047.45,2049.4,2004.8,2011.8,13598554,0
2020-08-26,1987.4,2047.4,1951.2,2037.25,28987656,0
2020-08-25,2007.45,2012.5,1980.75,1984.65,9387024,0
2020-08-24,1993.5,2006.0,1973.6,1997.65,15840362,0
2020-08-21,2018.9,2022.7,1979.8,1984.4,12240121,0
2020-08-20,2020.8,2024.5,1990.3,1998.9,10913024,0
2020-08-19,2040.8,2053.2,2022.05,2031.8,16503790,0
2020-08-18,1987.4,2034.4,1984.9,2019.4,14790112,0
2020-08-17,2006.5,2006.5,1973.2,1993.45,14999189,0
2020-08-14,2023.2,2056.05,1991.45,2014.85,16086616,0
2020-08-13,2028.4,2038.8,2011.25,2022.75,12021877,0
2020-08-12,2021.75,2044.6,2008.2,2028.05,14653307,0
2020-08-11,2034.9,2058.9,2002.05,2033.95,22672434,0
2020-08-10,2058.05,2063.7,2009.45,2020.65,13052813,0
2020-08-07,2030.1,2056.8,2020.95,2046.0,15969773,0
2020-08-06,2056.05,2066.25,2009.15,2034.2,23880330,0
2020-08-05,2067.5,2093.25,2019.15,2026.9,36095146,0
2020-08-04,1926.05,2065.6,1906.65,2049.95,44562772,0
2020-08-03,1955.3,1960.75,1909.35,1915.0,22618697,0
2020-07-31,2015.55,2029.35,1956.75,1970.35,36291841,0
2020-07-30,2000.75,2039.55,1975.05,2010.15,35275412,0
2020-07-29,2075.95,2080.65,1973.55,1998.55,35182929,0
2020-07-28,2055.3,2091.3,2050.0,2075.75,26684456,0
2020-07-27,2076.85,2095.9,2028.3,2055.3,38880567,0
2020-07-24,1961.7,2061.75,1961.5,2045.7,58389430,0
2020-07-23,1910.15,1982.35,1898.15,1961.5,28242828,0
2020-07-22,1890.2,1915.95,1868.95,1910.2,28939126,0
2020-07-21,1848.25,1884.5,1845.85,1879.3,20419117,0
2020-07-20,1828.05,1841.6,1810.75,1830.05,17716907,0
2020-07-17,1758.65,1830.15,1752.0,1822.25,24076311,0
2020-07-16,1760.55,1781.55,1727.65,1757.15,29515316,0
2020-07-15,1847.25,1886.2,1713.85,1757.7,67623386,0
2020-07-14,1843.5,1850.85,1798.95,1827.3,32599242,0
2020-07-13,1814.25,1856.55,1811.1,1844.45,33701641,0
2020-07-10,1742.95,1796.4,1738.85,1790.15,21187048,0
2020-07-09,1724.35,1749.1,1702.65,1738.85,17632613,0
2020-07-08,1738.7,1749.05,1706.25,1713.85,12687291,0
2020-07-07,1772.95,1777.1,1721.75,1738.1,17037459,0
2020-07-06,1720.55,1771.05,1708.25,1765.15,22763485,0
2020-07-03,1696.5,1709.1,1685.25,1704.25,14250951,0
2020-07-02,1661.45,1684.9,1653.85,1677.95,13939113,0
2020-07-01,1639.5,1667.15,1628.1,1656.3,13781692,0
